Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guam,GUM,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guatemala,GTM,54.8864188204824,52.5563883982916
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guinea,GIN,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guinea-Bissau,GNB,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guyana,GUY,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Haiti,HTI,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Honduras,HND,50.3511085144012,64.3524169921875
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Hong Kong SAR, China",HKG,107.387782928825,105.068965517241
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Hungary,HUN,104.546478271484,102.561637878418
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Iceland,ISL,119.807357788086,112.034339904785
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,74.6113662719727,75.8716506958008
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Indonesia,IDN,87.8423207929976,94.9467044891028
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Iran, Islamic Rep.",IRN,82.7305221557617,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Iraq,IRQ,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ireland,IRL,116.989868164062,138.091217041016
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Isle of Man,IMN,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Israel,ISR,96.3389511108398,96.2954177856445
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Italy,ITA,101.228088378906,101.74178314209
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Jamaica,JAM,85.3548254033729,85.7618499653089
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Japan,JPN,102.200416564941,102.670066833496
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Jordan,JOR,..,89.5104774843719
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kazakhstan,KAZ,98.2120601574997,96.5371355057456
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kenya,KEN,72.5750860661828,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kiribati,KIR,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Korea, Dem. People's Rep.",PRK,94.2515411376953,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Korea, Rep.",KOR,98.5931930541992,98.3813018798828
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kosovo,XKX,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kuwait,KWT,95.3934020996094,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kyrgyz Republic,KGZ,88.9591724149373,91.6686153595535
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lao PDR,LAO,62.2967936554274,64.986385458831
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Latvia,LVA,112.356651306152,107.602462768555
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lebanon,LBN,58.1075064918095,65.2767643910733
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lesotho,LSO,59.3985096286536,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liberia,LBR,36.3728485107422,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Libya,LBY,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liechtenstein,LIE,116.123443603516,119.209663391113
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lithuania,LTU,102.153343200684,103.88060760498
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Luxembourg,LUX,104.379188537598,106.946510314941
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Macao SAR, China",MAC,100.96644295302,90.6689895470383
"School enrollment, secondary (% gross)",SE.SEC.ENRR,North Macedonia,MKD,84.9836273193359,82.5312805175781
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Madagascar,MDG,36.1207695007324,32.8161749019587
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malawi,MWI,39.7291461793841,35.5212672502146
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malaysia,MYS,81.5115814208984,75.3229827880859
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Maldives,MDV,73.441380211737,72.6946792602539
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mali,MLI,38.9892238642006,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malta,MLT,95.1571197509766,104.505729675293
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Marshall Islands,MHL,83.1655973995361,92.6458957328589
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mauritania,MRT,31.196307538775,37.5793709898761
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mauritius,MUS,93.9681984718368,93.1354968676317
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,100.982269287109,105.515609741211
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Micronesia, Fed. Sts.",FSM,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Moldova,MDA,105.06970563726,95.6507638474012
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Monaco,MCO,..,..
